SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,AvgCharges,Churn
0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,84.6,1
1,0,0,1,2,0,2,0,0,0,0,0,0,1,2,55.5625,0
0,1,0,1,2,1,0,2,0,2,2,2,2,1,2,106.615625,0
1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,29.81851851851852,1
0,1,1,1,2,1,2,0,0,0,2,2,1,0,2,95.63690476190476,0
0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,16.75,0
0,0,0,1,0,1,0,2,0,2,2,2,2,1,0,96.56463414634146,0
0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,49.630172413793105,0
0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,20.121276595744682,0
0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,76.28055555555555,0
0,0,0,1,0,1,0,0,2,0,2,2,0,0,0,98.51,1
0,1,0,1,0,0,2,0,0,0,0,2,0,1,0,61.130434782608695,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.15,0
0,1,0,1,2,1,0,0,2,0,2,2,1,1,1,98.06830985915494,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,112.87013888888889,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.916666666666668,0
0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,90.75,1
0,0,1,0,1,0,2,0,0,2,0,0,2,0,3,34.61666666666667,0
0,1,1,1,2,1,0,2,2,2,0,2,1,1,1,100.14999999999999,0
0,0,0,1,0,1,0,2,0,0,2,2,0,1,1,98.56216216216217,0
0,0,0,1,2,0,0,2,2,2,2,2,1,0,1,85.1686046511628,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,25.35,0
0,1,0,1,2,1,0,0,2,2,2,2,0,1,0,102.66,1
0,0,0,1,2,0,2,2,2,2,2,2,2,0,2,87.02786885245901,0
0,0,0,1,2,1,0,0,2,2,0,0,1,0,2,82.95588235294117,0
0,1,0,1,0,1,0,2,2,2,0,0,1,1,0,81.44024390243902,0
0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,50.65,1
1,1,1,0,1,0,2,2,2,2,2,2,2,1,0,65.72708333333334,0
0,0,0,1,2,1,0,2,0,0,0,2,0,1,1,90.85,1
0,0,0,1,2,1,0,2,2,0,2,2,2,1,0,105.57187499999999,0
1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,19.522727272727273,1
1,1,0,1,2,1,0,2,2,0,0,0,0,1,2,88.63090909090909,1
0,0,0,0,1,0,2,2,2,2,0,2,1,1,2,55.915476190476184,0
0,0,0,1,2,1,0,0,2,0,0,2,0,1,3,92.3409090909091,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,0
0,0,0,1,2,1,0,0,0,0,2,2,0,1,0,96.12037037037037,0
1,1,0,1,2,0,0,2,2,2,2,2,0,1,0,85.53888888888889,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,44.65,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.344736842105263,0
1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,93.91666666666667,0
0,0,0,1,2,0,2,2,2,2,2,2,2,1,1,90.39318181818182,0
1,1,0,1,2,1,2,0,2,2,2,2,0,1,0,111.96060606060605,0
0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,74.24852941176471,1
1,0,0,0,1,0,0,0,2,2,2,2,0,1,2,54.657575757575756,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,18.047826086956523,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,19.5046875,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,21.60909090909091,0
0,1,1,1,2,1,0,0,2,0,2,2,0,1,1,101.55942028985508,1
0,1,0,1,0,0,2,0,0,2,0,0,1,0,0,56.6,0
0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,20.97,0
0,0,0,1,0,2,1,1,1,1,1,1,2,1,1,20.399305555555557,0
0,1,1,1,2,1,2,0,2,0,2,0,1,1,0,96.86666666666666,0
1,1,1,1,0,1,0,2,0,0,2,2,0,1,3,89.4203125,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.9,1
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.6,1
1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,77.89999999999999,1
0,1,0,1,2,2,1,1,1,1,1,1,1,1,0,23.17717391304348,0
0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,74.10517241379311,0
0,0,0,1,2,1,0,2,2,2,0,0,0,1,2,87.70588235294117,0
1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,73.85520833333334,0
0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,74.734375,0
0,1,0,1,2,1,0,2,2,2,0,2,2,1,0,97.9842857142857,0
0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,25.6175,0
0,1,1,1,0,1,0,2,0,0,0,2,0,0,2,83.90454545454546,1
1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,75.3,1
0,1,1,1,2,2,1,1,1,1,1,1,0,1,3,26.45,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,73.63571428571429,0
0,0,1,1,2,1,0,2,2,2,0,2,1,0,1,97.60172413793103,0
0,1,1,1,2,2,1,1,1,1,1,1,1,0,3,25.238636363636363,0
0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,44.93,0
1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,51.61000000000001,0
1,1,0,1,2,1,0,2,2,0,2,2,1,1,0,103.39230769230768,0
0,1,1,1,2,1,0,0,0,0,0,2,0,0,2,85.86,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,77.50277777777778,0
0,1,0,1,2,0,2,0,0,2,0,0,1,0,0,58.46617647058823,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.38606557377049,1
0,1,1,0,1,0,2,2,2,2,2,2,2,1,1,66.45069444444444,0
0,0,0,1,0,0,2,0,2,0,0,0,0,0,2,59.75,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,43.24166666666667,1
0,1,0,1,0,2,1,1,1,1,1,1,2,1,2,21.93780487804878,0
0,0,0,0,1,0,0,0,2,2,2,0,0,1,1,45.53076923076923,0
0,1,0,1,0,2,1,1,1,1,1,1,1,0,0,20.001388888888886,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,117.6138888888889,0
0,1,0,1,2,1,0,0,0,2,0,2,0,1,0,90.32,0
0,0,0,1,0,0,0,0,2,2,0,0,0,0,3,55.05,0
0,1,1,1,2,1,2,0,2,2,2,2,0,1,2,117.659375,0
1,0,0,1,2,1,2,0,0,0,2,2,0,0,1,103.47755102040816,0
0,1,0,1,2,1,2,2,2,2,2,2,1,1,3,112.02777777777777,0
0,0,1,1,2,0,2,0,0,0,0,2,0,0,2,64.81666666666666,0
0,1,0,1,0,1,0,0,0,0,0,2,0,0,2,81.60138888888889,0
0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,106.6075,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,69.55,1
0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,24.427884615384617,0
0,1,1,1,0,1,0,0,2,0,2,2,0,1,2,94.94375,0
0,1,1,1,0,1,2,2,0,2,2,2,2,0,0,105.71597222222222,0
0,0,0,1,2,2,1,1,1,1,1,1,1,0,3,25.66796875,0
1,0,0,1,0,0,2,0,2,2,0,2,0,1,3,70.24545454545455,0
0,1,0,0,1,0,0,2,2,2,2,2,0,1,0,59.70666666666667,0
0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,79.53928571428571,1
0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,23.24426229508197,0
0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,103.94375000000001,0
0,1,1,1,0,1,0,2,2,2,2,0,1,0,0,98.86964285714285,0
0,1,1,1,0,0,0,2,2,2,2,2,2,0,0,78.97666666666667,0
0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,19.0,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,75.1,0
0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,16.816666666666666,0
0,1,0,1,0,0,0,2,0,0,2,2,0,1,0,67.25208333333333,0
0,1,1,1,2,1,0,0,2,0,2,2,0,0,2,96.475,1
0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,96.17857142857143,1
1,1,0,1,2,1,2,2,2,2,2,2,2,1,0,116.73472222222222,0
0,0,0,0,1,0,0,0,0,2,0,2,2,1,3,39.996428571428574,0
1,1,0,1,2,1,0,0,2,2,2,2,2,0,2,102.16328125,0
0,1,1,1,2,1,0,2,0,0,2,0,1,1,2,91.51319444444444,0
0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,19.729545454545455,0
0,1,1,1,0,0,0,0,0,0,0,2,0,0,2,56.48846153846154,1
1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,19.447058823529414,0
0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,55.0,1
0,1,0,1,0,0,0,0,2,0,2,2,0,1,3,62.71111111111111,0
0,1,0,1,0,0,2,0,0,2,0,0,0,0,3,54.80625,0
0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,1
0,0,0,1,2,1,0,2,0,0,0,0,0,1,2,77.5625,1
1,1,1,1,0,0,0,2,0,2,2,2,0,1,2,78.49142857142857,0
0,1,1,1,0,0,2,2,2,2,2,0,0,1,2,79.14999999999999,0
0,0,0,1,0,1,0,0,0,2,2,2,0,1,2,90.67999999999999,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,66.32,1
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.522727272727273,0
0,1,0,0,1,0,2,0,2,0,0,2,0,1,0,44.6875,1
1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,83.58,0
0,1,0,1,2,1,0,2,2,2,2,2,1,1,0,111.16388888888889,0
0,1,1,1,0,1,0,2,0,0,2,0,0,1,2,85.00625,1
0,1,1,1,2,1,0,0,0,0,0,2,2,1,1,85.15069444444445,0
0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,94.33333333333333,0
0,0,0,1,2,0,0,2,2,2,2,2,2,1,0,86.13819444444444,0
0,1,1,0,1,0,2,0,2,2,2,0,2,1,0,52.55,0
0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,1
0,1,1,1,2,1,0,2,2,0,2,2,2,1,0,104.71825396825396,0
0,0,0,1,0,0,0,2,0,0,2,0,0,1,2,57.075,0
0,1,0,1,0,1,2,0,0,0,0,0,0,1,2,69.7,1
1,1,0,1,2,0,0,2,0,0,0,2,1,0,0,63.97704918032787,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.4,0
0,0,0,0,1,0,0,2,2,0,0,2,1,1,0,41.07272727272727,1
0,1,0,1,0,0,2,2,0,2,0,0,0,0,3,63.77321428571429,0
0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,19.966428571428573,0
1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,26.21,1
0,0,0,1,2,1,2,2,2,0,0,2,0,1,0,103.20416666666667,1
0,0,0,1,2,1,2,2,2,2,2,2,1,0,1,114.6779411764706,0
1,1,0,1,2,1,2,0,0,0,0,0,2,1,1,79.94366197183099,0
0,1,1,1,2,0,2,0,0,0,0,2,1,0,0,64.90214285714285,0
0,1,1,1,0,1,2,0,2,2,0,0,0,1,0,83.20769230769231,0
0,0,1,1,2,0,2,2,2,2,2,0,2,1,1,79.74710144927536,0
1,0,0,1,2,1,0,2,2,0,0,2,0,1,2,89.12,1
0,0,1,1,2,1,0,0,2,0,0,0,0,1,3,77.43636363636364,0
0,1,0,1,0,1,0,0,0,2,2,2,0,1,2,83.75,1
0,1,1,1,2,1,0,0,0,2,0,0,0,1,2,83.80833333333334,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.85,0
1,1,1,1,0,1,2,0,2,2,0,2,1,0,1,90.91499999999999,0
0,0,0,1,2,1,2,0,2,0,2,2,0,1,2,103.2811475409836,0
1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,66.96000000000001,1
0,0,0,1,2,1,0,2,0,2,2,2,0,1,0,105.65982142857142,0
0,0,0,1,2,1,2,2,2,2,0,0,0,1,1,95.08,0
0,0,0,1,2,1,0,0,2,2,2,2,0,0,0,103.29875,1
0,0,0,1,0,0,2,0,0,2,0,0,1,0,3,55.225,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,60.52,0
1,1,0,1,0,1,2,0,0,0,0,0,0,1,0,71.4574074074074,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,22.120833333333334,0
0,1,1,1,2,1,0,2,2,0,2,2,1,1,2,104.32014925373134,0
1,1,0,1,2,0,0,0,0,0,0,0,0,1,2,49.724137931034484,0
0,1,1,1,2,1,0,0,0,0,0,2,0,0,0,85.69818181818181,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,76.4608695652174,1
0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,102.3529411764706,1
0,0,0,1,0,1,2,0,2,0,2,0,1,0,2,91.12115384615385,0
1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,116.6548611111111,0
0,1,1,1,2,1,0,2,0,2,2,0,1,1,1,93.62672413793103,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.627142857142857,0
1,0,0,1,2,1,0,2,2,2,2,0,2,1,0,101.89821428571429,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,20.443749999999998,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,19.432142857142857,0
0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,87.225,0
1,1,1,1,2,1,0,0,2,2,2,2,1,1,1,108.5264705882353,0
0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,85.0,1
0,0,0,1,2,1,0,0,2,0,2,0,0,1,2,85.14583333333333,0
0,1,0,1,2,1,0,2,0,0,0,0,0,1,0,79.82619047619048,0
0,1,1,1,0,0,2,2,2,0,0,0,1,1,3,59.25454545454546,0
0,1,0,1,0,1,0,2,0,0,2,2,1,1,1,97.74202898550725,0
0,1,1,1,0,0,0,2,2,2,2,2,2,1,0,82.445,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,114.5625,0
0,0,0,1,2,0,0,0,0,0,0,2,0,1,3,54.690909090909095,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.55,0
0,0,0,1,2,1,0,0,0,0,2,0,0,1,0,83.41,1
0,0,0,0,1,0,2,0,0,2,2,0,0,1,1,45.92307692307692,1
0,1,1,1,0,1,0,0,0,0,0,2,1,1,0,77.85882352941177,0
0,1,1,1,0,1,0,2,0,0,2,0,0,1,3,83.74358974358974,1
0,0,0,1,2,1,0,2,0,2,2,2,1,1,0,103.75769230769231,0
1,1,0,1,2,1,2,2,2,0,2,0,1,1,0,105.31,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.773333333333333,0
0,1,1,1,2,1,2,2,2,0,2,2,2,1,0,110.65138888888889,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,114.17222222222222,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.96818181818182,0
0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,22.380434782608695,0
0,0,0,1,2,1,0,2,0,0,0,0,0,1,0,81.1296875,1
0,1,1,1,2,0,2,0,2,0,0,2,1,1,0,68.0,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,19.9,0
0,0,0,1,0,0,2,2,0,2,2,0,1,0,3,71.26842105263158,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,69.09545454545454,0
0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,49.3,0
0,1,0,1,2,1,0,2,0,2,2,2,1,1,2,107.7375,0
0,1,0,1,2,2,1,1,1,1,1,1,0,1,3,29.683333333333334,0
0,1,1,1,0,0,2,0,0,0,2,2,0,0,1,73.73571428571428,0
0,1,1,1,2,1,0,0,2,0,2,2,2,1,1,99.35169491525424,0
0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,63.707142857142856,0
0,1,1,1,0,0,2,0,2,2,0,2,2,1,1,70.04788732394366,0
0,1,1,1,0,1,2,0,0,2,2,2,1,0,2,111.15,0
0,1,0,1,2,0,2,2,0,2,2,0,2,0,1,75.46126760563381,0
0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,100.78857142857143,1
0,0,0,0,1,0,0,2,2,2,0,0,1,1,1,38.41818181818182,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,18.3875,0
1,0,0,1,2,0,0,2,0,2,0,0,2,0,0,58.59574468085106,0
0,0,0,1,0,0,0,0,2,2,0,2,1,0,1,63.38636363636363,0
0,1,0,1,2,1,0,2,0,0,2,2,1,0,1,100.25803571428571,1
1,1,0,1,2,1,0,2,2,2,2,2,0,1,2,114.44285714285715,0
0,1,0,1,0,0,2,2,0,2,2,2,2,1,3,77.83032786885245,0
0,1,1,1,2,1,2,0,2,0,2,0,1,0,0,99.42258064516129,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,66.43333333333334,0
1,1,0,1,2,1,2,2,0,0,0,2,0,1,2,96.15428571428572,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.4,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.462500000000002,1
0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,75.3,1
1,0,0,1,2,1,0,0,2,0,2,0,0,1,2,86.55,1
0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.0,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20.566666666666666,0
1,0,0,1,2,1,0,0,0,0,2,0,0,1,2,85.7,1
0,0,0,1,0,0,2,2,0,0,2,0,2,1,1,64.27788461538461,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,17.02,0
0,1,0,1,2,1,2,2,2,0,0,2,2,1,2,103.08472222222223,0
0,1,1,1,2,0,2,2,2,2,2,2,2,0,2,93.91619718309859,0
0,1,0,1,2,1,2,0,2,2,2,2,2,1,1,112.09791666666666,0
0,1,1,1,2,2,1,1,1,1,1,1,1,0,2,25.539130434782606,0
0,1,1,1,2,0,2,2,2,0,2,2,2,0,1,86.26984126984127,0
0,0,0,1,0,1,2,2,2,0,0,0,0,1,1,81.28666666666666,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,45.6,0
0,0,0,1,2,0,2,0,2,2,0,0,0,1,3,59.479166666666664,1
0,0,0,0,1,0,2,2,2,2,2,0,2,0,3,57.259375,0
0,0,0,1,2,0,0,0,0,2,0,2,0,0,3,59.3,0
0,1,0,1,2,1,0,2,0,0,0,2,1,1,1,90.48137254901961,0
0,1,0,1,0,2,1,1,1,1,1,1,2,1,1,21.76076923076923,0
0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,73.15625,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,23.85,0
0,1,1,1,2,1,0,0,0,0,0,0,1,1,0,73.625,0
0,0,0,1,2,1,0,2,2,2,2,2,2,0,2,106.59130434782608,0
0,0,0,1,2,1,2,0,2,2,2,2,1,1,0,112.75,0
0,1,0,1,2,0,2,0,2,2,2,2,2,0,1,84.64236111111111,0
0,1,1,1,0,0,2,0,2,2,2,2,2,0,1,81.18157894736842,0
0,0,1,1,0,0,0,0,0,2,0,0,1,0,1,46.21078431372549,0
0,1,1,1,2,1,2,2,2,2,2,2,2,0,0,115.36180555555555,0
1,1,0,1,2,1,2,0,2,0,2,2,0,0,0,104.40615384615384,1
0,1,1,0,1,0,0,2,0,0,0,0,0,1,2,27.66111111111111,1
0,1,1,1,0,0,2,2,2,2,0,0,0,0,3,73.67222222222222,1
0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,20.562121212121212,0
1,0,0,1,2,1,2,2,2,0,2,2,1,1,1,110.4625,0
0,0,0,1,2,0,0,0,2,2,0,2,2,0,0,68.36399999999999,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,42.093333333333334,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,23.2875,0
1,0,0,1,2,1,0,0,2,2,2,2,1,1,1,105.70833333333333,0
0,0,0,1,2,1,2,2,0,2,0,0,0,1,0,85.69912280701755,0
0,0,0,1,2,1,0,2,0,0,0,0,0,1,0,74.70714285714287,0
1,1,1,0,1,0,0,0,0,0,0,2,0,1,0,36.260000000000005,0
0,0,0,1,2,1,2,2,2,0,0,0,1,1,2,92.83548387096775,0
0,1,1,1,0,1,0,0,2,0,2,0,1,1,2,83.89125,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,20.3475,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,19.657142857142855,1
0,1,0,1,0,1,0,0,0,2,2,2,0,1,2,95.82799999999999,0
0,1,0,1,2,1,0,2,2,0,0,0,0,0,2,85.5695652173913,0
1,1,0,1,2,1,0,2,2,0,2,2,1,0,1,103.325,0
1,0,0,1,2,1,0,2,2,2,2,2,2,0,2,110.32569444444444,0
1,1,0,1,2,1,0,2,0,0,0,2,0,0,1,92.80102040816327,1
1,1,1,1,2,1,0,2,2,2,2,2,0,1,0,109.02093023255813,1
0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,53.78152173913043,0
0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,91.15138888888889,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,17.630000000000003,0
0,0,0,0,1,0,2,0,0,2,2,2,1,1,0,55.904999999999994,0
0,1,1,1,2,1,0,2,2,0,2,2,0,1,2,107.47153846153846,1
0,0,0,1,0,1,0,0,2,2,2,2,2,0,0,100.31935483870969,0
0,1,0,1,2,0,2,2,2,2,0,0,2,0,1,72.22573529411765,0
1,1,1,1,2,1,2,0,2,0,2,2,1,1,0,103.47589285714285,1
0,1,0,1,2,1,0,0,0,0,0,2,0,1,2,85.53,1
0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,23.826470588235296,0
0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,58.12325581395349,1
0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,89.55,1
1,0,0,1,0,1,0,2,2,0,0,2,1,1,0,87.4938775510204,0
0,1,1,1,2,2,1,1,1,1,1,1,0,1,2,26.323333333333334,0
1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,94.9825,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,45.7,1
0,1,1,1,2,0,0,0,2,2,2,0,1,1,2,68.843,0
1,0,0,1,2,1,0,2,0,0,0,2,0,0,2,80.75,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,72.19166666666666,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,74.10000000000001,1
0,0,0,1,0,1,0,0,2,0,0,0,0,1,3,74.6,1
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,18.72285714285714,0
0,0,0,1,2,2,1,1,1,1,1,1,0,0,3,27.955882352941178,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,2,20.5375,1
0,0,0,1,0,1,0,0,0,2,2,2,0,1,1,86.51,0
0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,90.18676470588235,0
0,1,0,1,0,0,2,2,2,0,2,2,1,0,0,79.94444444444444,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,17.95,1
0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,18.855405405405406,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,24.0125,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,42.87,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,0
0,1,1,1,2,0,2,2,0,0,0,2,2,1,3,68.60230769230769,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.48421052631579,0
0,0,0,1,0,1,0,0,2,0,0,0,0,1,3,79.36666666666666,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,72.575,1
0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,29.655102040816324,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,47.7625,1
0,1,0,0,1,0,0,2,2,2,2,2,2,0,0,57.70428571428572,0
0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,19.612264150943396,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,25.20943396226415,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,75.05,1
0,0,0,1,2,2,1,1,1,1,1,1,0,1,1,22.427272727272726,0
1,0,0,0,1,0,0,2,0,0,2,2,0,1,2,49.05576923076923,1
1,0,0,1,2,1,2,0,2,2,2,2,2,1,2,111.47923076923077,0
0,0,0,1,2,2,1,1,1,1,1,1,1,0,0,25.082291666666666,0
0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,31.125,1
0,0,0,1,2,1,0,2,2,0,2,2,0,0,3,104.53333333333335,0
0,1,0,1,2,1,0,2,0,0,0,0,0,0,0,83.90777777777778,0
0,1,1,1,0,1,0,0,0,0,0,2,0,0,2,80.0,1
0,1,1,1,0,0,0,0,2,2,2,2,2,1,0,75.67295081967214,0
0,0,0,1,0,0,2,0,0,2,2,0,0,1,1,65.21666666666667,0
1,0,0,1,2,1,0,0,2,2,2,2,1,1,1,104.71,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,71.1,0
0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,49.9,0
0,0,0,1,2,2,1,1,1,1,1,1,1,1,0,24.83137254901961,0
1,0,0,1,0,0,2,0,0,0,0,0,0,1,2,45.55,1
0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,31.21923076923077,0
0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,81.36176470588235,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20.45,0
0,1,1,1,2,0,2,2,0,2,0,2,1,1,0,75.62903225806451,0
0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,21.554255319148936,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,90.23333333333333,1
1,0,0,1,0,2,1,1,1,1,1,1,1,1,3,18.954545454545453,0
0,1,0,1,0,2,1,1,1,1,1,1,0,1,3,20.65,0
0,1,0,1,2,0,0,2,2,2,2,2,2,1,0,87.725,0
0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,56.050000000000004,1
1,1,1,1,0,1,0,2,0,0,2,0,1,1,0,85.4904255319149,0
0,1,1,1,2,0,2,0,2,2,0,0,2,1,1,66.82777777777778,0
0,1,1,1,2,0,0,0,2,0,2,0,2,1,0,63.48030303030303,0
0,0,0,1,2,1,0,0,0,0,2,0,0,0,2,81.38428571428571,0
0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,86.7655172413793,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,16.8,0
0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,52.1125,0
0,0,0,1,0,1,2,2,0,0,0,0,0,1,0,80.61399999999999,1
0,0,0,1,0,0,2,2,0,2,0,0,2,1,3,57.535384615384615,0
1,0,0,1,2,1,0,2,0,2,2,2,1,1,0,109.77777777777777,0
0,1,0,1,0,1,0,0,2,0,0,0,0,1,1,78.04827586206896,0
0,1,1,1,2,0,0,2,2,0,2,2,0,0,1,76.26896551724138,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1
0,1,0,1,0,1,0,0,2,2,0,0,0,1,3,84.185,0
0,0,0,1,2,2,1,1,1,1,1,1,2,1,1,26.189655172413794,0
